PKR,1.65 Crore,"I-10/4, I-10",4,4,5.6 Marla,25x50 Open Face 40-feet Road Near To Markaz Near To Mosque For Sale,40-feet Road Open Face Beautiful House Beautiful Location 4 Bedrooms 4 Bathrooms 2 Kitchen 2... more
PKR,1.7 Crore,"I-10/2, I-10",4,3,5 Marla,Ideal Location 5 Marla Double Story House On 50 Foot Street In I101 Islamabad,If you want to buy a property then don't miss out on this opportunity. Look no further as we have... more
PKR,1.45 Crore,"I-10/1, I-10",3,2,5 Marla,Ideal Location 5marla Double Storey In I10 Islamabad,Ideal Location Marla Double Story In I-10 3 Bed Room 2 Kitchen 2 Bath Car Porch Terrace Style Very... more
PKR,1.75 Crore,"I-10, Islamabad",3,3,4 Marla,900 Square Feet House For Sale In I-10,
PKR,1.8 Crore,"I-10/1, I-10",5,3,6 Marla,1350 Square Feet House Is Available For Sale,
PKR,1.35 Crore,"I-10/1, I-10",4,4,4.4 Marla,Triple Storey Size 25*40 For Sale In I-10-1,Triple story House For Sale I-10-1 6 bed room 4 bath 2 kitchen and carpking Please Feel Free To... more
PKR,1.16 Crore,"I-10/1, I-10",4,4,4 Marla,900 Square Feet House For Sale In Beautiful I-10,
PKR,2.35 Crore,"I-10/4, I-10",6,6,5.1 Marla,6 Marla Brand New For Sale I-10/4,Brand new Double storey size 25X60 6 bed room Drawing dining 6 bath with 2 kitchen and boring and... more
PKR,1.2 Crore,"I-10/1, I-10",5,2,4 Marla,4 Marla Double Storey House For Sale,"4 Marla House is available for sale Having sun-Face Very near to park Double unit house, 2 bed... more"
PKR,3.25 Crore,"I-10/2, I-10",8,8,9 Marla,9 Marla Triple Storey Extra Land Corner House,9 Marla Triple storey Corner house is available for sale Corner house with back open and Extraland... more
PKR,1.3 Crore,"I-10/1, I-10",4,3,4 Marla,25x40 Double Unit House For Sale,"nice location,near markaz sun face house double unit house,fully covered Best Option For Living... more"
PKR,2.25 Crore,"I-10/4, I-10",6,6,5.1 Marla,Brand New Triple Storey House For Sale,"Triple storey House For Sale Brand New In I-10-4 Size 25,50 6 bed room 6 bath 3 Drawing dining 3 TV... more"
